ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaulter
4852,150000,2,1,1,37,1,-1,2,2,-2,-1,0,1505,1333,0,0,1930,1505,0,0,0,1930,0,1
4853,60000,2,3,2,23,1,2,0,0,0,0,28831,28024,24215,6000,7568,7568,0,1050,0,1568,0,6729,1
4854,200000,1,3,1,33,0,0,0,0,0,0,199343,200070,200852,197426,196341,197787,10021,10036,7126,6508,6011,5537,1
4856,50000,2,1,2,35,0,0,0,0,0,0,48585,49134,50203,10042,20085,9578,2220,2289,483,350,334,400,1
4858,50000,2,3,1,32,1,2,2,2,0,0,45652,44646,47619,46455,47432,48442,0,4000,0,1432,3100,0,1
4861,210000,1,2,1,41,2,2,2,2,2,2,87705,90376,90687,91888,93852,95734,4800,2500,3900,3400,3400,3400,1
4863,80000,2,2,1,32,3,2,2,2,0,0,72385,72643,73462,71681,73375,74794,2000,2600,0,2850,2800,3000,1
4864,290000,2,1,1,37,-1,-1,-1,-1,-1,-1,3486,550,1922,550,550,3810,550,1922,550,550,3810,2927,1
4867,130000,2,2,2,29,2,2,2,2,2,2,2880,4446,4833,4236,5178,4182,2000,1000,0,1000,0,1500,1
4869,200000,1,2,1,40,-1,-1,-2,-2,-2,-1,9759,-241,-241,-241,-241,7817,0,0,0,0,8058,0,1
4871,260000,2,1,2,29,-1,-1,-1,-1,-1,-1,3735,-8,4865,507,3787,1443,0,4873,507,3787,1443,0,1
4880,80000,2,1,2,37,-1,-1,-1,-1,-1,-1,6734,1990,4500,4640,3966,3410,1990,4500,4640,3966,3410,879,1
4883,50000,1,2,2,29,2,2,2,2,2,2,43205,46516,45468,48703,50774,49514,4000,0,4000,3000,0,3000,1
4884,150000,2,1,2,32,2,2,2,0,0,2,120800,123379,122881,123954,131543,134319,6000,3000,4600,9800,5100,5000,1
4885,70000,1,2,2,30,0,0,2,2,2,2,17526,20235,19612,22170,22612,22101,3000,0,2900,942,0,1000,1
4894,160000,2,2,2,28,3,2,2,2,2,2,110819,107629,113902,115543,118353,116298,0,9600,5000,4800,0,3900,1
4899,360000,2,1,2,29,0,0,0,0,0,0,25633,26897,26439,25932,28396,28611,2000,1289,1000,4000,2000,1000,1
4901,320000,2,1,2,28,1,-2,-1,-1,-1,-1,0,0,1200,0,600,5937,0,1200,0,600,5937,470,1
4903,180000,2,2,1,27,2,2,0,0,0,0,186895,167768,125879,119283,117515,109499,0,6000,3663,3700,3400,2771,1
4910,30000,1,2,2,30,2,0,0,0,2,2,21326,20425,20135,19529,17428,25227,1400,1700,1679,0,10000,0,1
4918,160000,2,2,1,35,2,2,2,2,2,2,131104,133828,135146,136520,139432,141971,6300,5000,5100,5252,5000,6000,1
4925,370000,1,2,1,38,2,0,0,0,0,0,376014,377594,355120,315740,322540,319195,16000,13217,12000,12000,12000,15000,1
4928,210000,2,2,2,53,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,1
4932,30000,2,2,1,29,1,2,2,2,2,2,16609,16057,18089,17504,18727,18279,0,2300,0,1500,0,1500,1
4946,20000,2,1,2,24,-1,-1,-1,-1,-1,-1,3305,2296,14059,9140,1073,500,2296,14777,9140,1073,500,0,1
4947,150000,1,2,1,37,0,0,0,0,0,0,147891,149402,148152,150781,146446,149658,5004,4957,4208,4201,4837,3500,1
4953,360000,2,3,2,36,-1,-1,-2,-2,-2,-2,2473,-27,-27,-27,-27,-27,0,0,0,0,0,0,1
4956,180000,1,1,1,46,0,0,0,0,-2,-2,160580,171644,184650,0,0,0,13714,16500,0,0,0,0,1
4957,280000,1,1,2,33,-1,-1,0,0,0,0,8814,151643,153190,147589,149291,151357,151650,5546,6007,5507,6007,4184,1
4958,60000,1,1,2,27,0,0,0,0,2,0,14853,19589,27176,29712,29099,31601,5000,8000,3000,0,3000,3000,1
4959,150000,1,1,1,56,2,0,0,0,0,0,116928,87215,43045,40813,42164,43465,5006,3000,1452,5000,5000,2000,1
4968,50000,2,2,2,22,0,0,0,0,0,0,50186,49061,43528,29606,30305,28895,1994,1500,1009,1124,1100,2000,1
4982,240000,1,3,1,43,-1,-1,2,2,2,2,2690,2500,2500,2500,2500,0,2500,0,0,0,0,0,1
4984,200000,2,1,2,30,0,0,0,0,-2,-2,199229,132458,59153,0,0,0,6101,3500,0,0,0,0,1
4986,150000,2,1,2,26,2,2,2,2,2,2,75373,76865,78214,76363,79893,48052,3300,3200,0,5137,0,2200,1
4989,130000,2,2,1,32,1,2,0,0,0,2,51559,50465,51531,52076,55432,56571,0,2500,2000,4200,2200,0,1
4993,80000,1,2,1,36,2,2,2,2,2,2,77054,81697,79347,81325,76550,78715,6900,0,5800,0,4000,2000,1
4998,200000,2,2,1,45,0,0,0,0,0,0,193641,121830,122181,121888,66771,65495,4543,5000,4500,3100,3000,1300,1
5002,500000,1,1,1,45,-1,-1,-1,-1,-1,-1,5307,6583,5650,4472,67798,65653,6616,5678,4495,67969,65814,38464,1
5012,280000,2,1,1,49,-2,-2,-2,-2,-2,-1,4378,-324,-324,-324,-324,88036,2,322,0,0,88360,10045,1
5031,500000,1,1,1,40,-1,-1,-1,-1,-1,-1,11640,12831,11520,12486,11609,12660,12836,11525,12489,11614,12665,543,1
5032,170000,1,2,1,49,2,2,2,2,2,2,26991,30090,18104,19050,18783,8042,4019,0,1060,0,807,0,1
5035,50000,2,1,2,23,0,0,0,0,0,0,48064,49362,48038,8760,9646,7747,2091,1310,1000,1000,277,296,1
5039,20000,1,1,2,28,0,-1,-1,-1,0,0,7381,2769,3503,4809,5732,8632,3000,3010,6000,1000,3000,0,1
5040,230000,2,3,2,42,1,-2,-1,-1,-1,-1,0,0,324,0,2600,3007,0,324,0,2600,3407,200,1
5041,130000,2,1,2,29,-1,-1,-1,-1,0,0,280,1954,304,978,652,326,2038,311,1000,0,0,326,1
5042,310000,1,1,2,28,0,0,0,0,0,0,272588,169978,156699,131276,118837,119402,9978,6699,11276,9695,19402,6270,1
5049,80000,1,2,2,30,2,2,2,0,0,2,72183,81844,78743,79176,81574,78445,10895,0,2900,6355,0,3100,1
5057,120000,2,2,1,34,2,2,2,2,2,2,64139,65430,63937,67290,68565,69784,2900,150,5000,2500,2500,3000,1
5061,50000,1,2,1,52,2,0,0,0,0,-1,27548,28578,29660,30600,-300,9037,1478,1560,1500,0,9337,323,1
5065,20000,1,2,1,53,0,0,2,2,2,2,16039,19752,19112,20223,18806,20001,4000,0,1382,0,3000,0,1
5068,50000,2,3,1,40,0,0,0,0,0,2,20831,21592,22571,23024,25567,24463,1400,1360,810,2900,0,1100,1
5069,120000,1,2,1,44,-1,2,-1,0,-1,-1,4936,2476,5696,1762,1381,1061,0,5696,0,1381,1061,1320,1
5072,120000,2,2,2,27,1,-2,-2,-2,-1,-1,0,0,0,0,940,170,0,0,0,940,170,2018,1
5076,50000,2,1,2,27,1,2,0,0,2,2,21824,21187,23815,26418,25859,29745,0,3000,3000,0,4500,0,1
5078,320000,2,2,1,29,-1,-1,-1,0,0,0,3196,7655,204787,122501,63816,17257,7655,205211,6100,5000,2000,8000,1
5079,50000,2,2,3,48,2,0,0,0,0,0,18460,20942,18942,18811,18183,18561,2813,1289,658,659,679,654,1
5081,30000,1,3,2,59,1,2,0,0,0,0,13486,12984,13991,14114,14406,14692,0,1528,651,668,674,683,1
5085,140000,1,3,1,45,2,2,2,2,2,2,134073,130521,137328,136280,136247,134089,0,10707,5014,5091,4608,42,1
5086,50000,1,2,1,43,0,0,0,0,0,0,15941,14154,15109,14125,14034,14946,1255,1210,487,508,1534,526,1
5094,210000,2,2,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
5097,50000,2,3,1,45,2,0,0,0,0,0,47639,35495,16246,14987,15298,15447,1271,1242,683,702,553,723,1
5100,50000,1,1,2,29,2,2,2,2,0,0,45728,48772,50614,49009,45856,47891,3800,3000,5,1800,3600,0,1
5102,140000,2,2,1,35,-1,-1,-1,-1,-1,-1,4694,4340,4332,4058,2929,4345,4340,4332,4172,5544,4345,2178,1
5108,180000,2,2,2,29,0,0,0,2,0,0,172271,179760,180488,142201,141826,125974,11600,9635,0,5245,5172,3726,1
5112,180000,2,1,1,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
5114,30000,2,3,2,36,2,2,2,2,2,2,25437,26734,26011,27353,26776,28620,2000,0,2078,0,2291,0,1
5118,500000,1,1,2,38,-2,-2,-2,-2,-2,-2,0,2326,1164,0,0,0,2326,1164,0,0,0,28666,1
5122,200000,1,1,1,37,-1,2,-1,-1,-1,-1,446,123,123,200,123,280,0,123,200,123,280,151,1
5124,180000,2,1,1,47,1,-2,-1,-1,-2,-2,-12,-12,3300,0,0,0,0,3312,0,0,0,0,1
5126,210000,2,2,2,34,1,-1,-1,-1,-1,-2,0,1075,229,799,0,0,1075,229,799,0,0,2247,1
5136,180000,2,1,2,32,2,2,2,2,2,2,73618,76990,78181,82645,84739,83282,4500,3000,5700,3500,0,3200,1
5137,50000,1,2,1,28,2,0,0,0,0,0,42435,44030,43979,31508,16519,19231,3000,2000,2000,2000,3000,1000,1
5145,50000,1,1,2,23,-1,-1,-1,-2,-2,-2,3063,3625,0,0,0,0,3625,0,0,0,0,0,1
5147,330000,2,2,2,30,-1,-1,-1,-1,-1,-1,13204,12500,865,15387,5945,896,12500,865,15500,6000,896,0,1
5148,50000,2,2,2,25,1,2,2,2,2,2,13750,15224,14687,16135,15737,17316,2000,0,2000,0,2000,0,1
5149,110000,1,3,2,33,1,2,0,0,0,-2,7128,1852,2625,2625,0,0,0,1000,0,0,0,0,1
5150,30000,1,3,2,29,1,-2,-2,-2,-2,-1,0,0,0,0,0,7035,0,0,0,0,7035,0,1
5151,20000,1,2,1,36,1,2,2,0,0,0,5566,6527,6274,6470,7366,8044,1200,0,300,1000,800,0,1
5152,20000,1,1,2,43,0,0,2,-1,-1,0,13361,18302,13348,512,18141,11575,6020,141,1048,23261,134,0,1
5158,130000,1,1,2,29,0,0,0,0,0,0,81907,83620,85327,87021,88843,90618,3034,3096,3112,3222,3250,3357,1
5162,20000,1,1,2,22,0,0,2,0,0,0,18523,17889,16473,19004,19254,16287,3500,0,3000,574,539,342,1
5164,110000,2,2,1,26,2,2,2,2,2,2,85814,91999,91803,94376,96409,98072,8500,2200,5000,3700,3400,4000,1
5170,140000,2,2,2,26,0,0,2,0,0,-1,28282,148806,139462,125046,46364,83460,125000,6,4578,1427,87179,26291,1
5172,70000,1,3,1,46,2,2,2,2,2,2,29258,31137,32855,33316,34137,33439,2352,2531,1300,1500,0,1400,1
5178,190000,1,1,1,50,2,2,2,2,2,2,69518,71443,72413,73366,74830,76237,3500,2600,2600,2650,2650,3000,1
5180,200000,1,2,2,27,0,0,0,0,0,2,233637,175918,181089,183180,192223,189681,7000,8100,6600,12000,0,6054,1
5181,340000,2,1,2,47,0,0,0,0,0,0,326065,339260,332032,280450,282510,281197,20070,12747,9582,20070,18092,20102,1
5185,100000,2,2,1,45,0,0,2,0,0,0,87590,103301,100818,75860,77656,78274,17200,247,3000,3000,3000,3000,1
5192,50000,1,2,1,41,-1,-1,-1,0,-1,-1,390,390,780,390,390,390,390,780,0,390,390,1170,1
5194,500000,2,1,1,36,2,0,0,0,0,0,197231,175599,176947,178647,176380,172666,8500,8341,6600,6925,7225,6653,1
5201,60000,2,1,2,34,0,0,0,0,0,0,55447,48270,41087,25518,26276,27012,2178,1511,1200,1300,1300,1252,1
5211,20000,1,1,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
5219,20000,2,2,1,33,2,0,0,0,0,0,18075,19075,19106,18467,19018,19383,1600,1601,810,1000,692,647,1
5220,80000,2,2,1,47,0,0,2,0,0,0,77714,79049,79206,78031,78293,78870,5000,3000,3000,3000,3000,5000,1
5222,50000,2,2,1,24,0,0,0,0,0,0,48928,32646,31428,24880,26098,26886,2000,3505,2000,8000,4000,3650,1
5224,90000,2,2,2,48,2,2,2,0,0,0,87673,94448,91211,38041,42605,41396,9100,0,1170,5000,18000,5000,1
5229,320000,2,3,2,53,-1,-1,-1,-1,0,0,3479,3479,3479,12610,23942,34183,3479,3479,12610,15000,14184,16826,1
5236,20000,2,2,2,21,1,3,2,2,-1,-1,21003,20260,9686,0,6884,0,39,0,5000,13749,0,0,1
5237,190000,2,1,1,39,2,2,0,0,0,0,171462,163148,165281,173231,132145,146854,0,10000,15000,10091,20000,10000,1
5243,20000,2,2,2,50,1,2,2,2,2,2,5065,4840,6100,5856,6432,6182,0,1500,0,822,0,2540,1
5249,30000,2,2,1,28,0,0,0,2,0,0,11692,14505,17262,16690,17763,18960,3000,3000,0,1500,1500,1500,1
5255,70000,1,2,2,29,0,0,3,2,0,0,61762,70242,68107,42630,12927,27184,9500,0,0,1570,15184,2000,1
5261,40000,2,2,2,24,1,2,0,0,2,2,36890,36023,36993,38427,39875,39272,0,1989,2423,2000,0,1000,1
5274,60000,2,2,1,42,0,0,0,2,2,2,56166,58022,61331,55566,59331,60569,2760,4941,0,4675,2361,0,1
5275,20000,1,1,2,24,-1,-1,-1,-1,-2,-2,10283,0,750,0,0,0,0,750,0,0,0,0,1
5282,50000,1,2,2,51,0,0,0,0,0,0,48726,49050,49584,19791,18518,19078,2100,1600,700,670,866,618,1
5285,80000,1,2,1,36,2,2,4,4,3,2,600,600,600,600,300,150,0,0,0,0,0,1000,1
5287,520000,2,1,2,33,0,0,0,0,0,0,485298,499489,413019,168770,168964,191188,22000,18300,26500,30000,27000,25000,1
5295,10000,1,2,2,27,0,0,0,0,0,2,16944,8261,9252,9590,10129,8932,2296,1139,477,830,0,1241,1
5305,150000,2,1,1,38,-1,-1,-1,-1,-1,-1,110,564,13347,13155,10610,8394,567,13504,13221,10663,8436,2468,1
5317,50000,2,1,2,26,2,0,0,0,0,2,10622,11642,12635,15403,16657,16240,1500,1500,3000,1500,0,3000,1
5318,80000,2,2,2,23,-1,-1,-2,-2,-2,-2,309,-77,-77,-270,-463,-656,0,0,0,0,0,0,1
5336,50000,2,1,1,38,0,0,-1,-1,-1,-1,19926,21658,3445,99,949,137,4158,3500,1000,1000,200,900,1
5338,50000,2,2,1,31,0,0,0,0,0,0,45614,44187,29253,14199,14965,15712,2450,2100,1000,1000,1000,1000,1
5339,20000,1,3,2,25,2,2,4,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,1
5349,220000,1,1,2,28,2,0,0,2,2,2,205130,212060,225462,116915,116021,114001,9975,19254,0,8500,0,8000,1
5350,80000,2,1,2,23,1,2,0,0,2,2,80461,78259,66068,50748,51490,50626,37,2122,3600,1600,18,1800,1
5351,20000,1,3,2,24,0,0,0,0,0,2,12188,12904,14217,14360,16140,16287,1220,1533,676,2177,559,0,1
5366,50000,1,3,3,55,0,0,0,0,0,0,45555,41372,41544,13007,16233,14952,1968,1843,434,5000,582,679,1
5372,10000,1,3,1,40,1,2,2,3,2,2,7229,6968,8881,8594,8312,9241,0,2035,0,0,1069,1000,1
5382,50000,1,1,2,24,-1,-1,-1,-1,-1,-1,390,0,672,-108,2830,0,0,672,0,2938,0,0,1
5384,20000,1,1,2,25,1,2,3,2,0,0,16688,18427,17843,17259,17781,18034,2300,0,0,800,700,800,1
5387,50000,2,3,1,44,1,-1,-1,-1,-1,-1,-42,26267,26372,7490,5155,0,26309,26479,7490,5155,0,12754,1
5388,50000,1,2,2,23,-1,-1,0,0,-1,-1,2165,14796,20816,11804,1420,0,15000,20300,9500,1420,0,0,1
5389,50000,1,3,2,24,0,0,0,0,-1,-1,7198,8421,9202,9800,1000,0,1500,1000,598,1000,0,0,1
5391,200000,1,1,2,37,2,2,2,2,2,2,157131,166590,168386,164182,169029,172084,13500,6000,0,7500,6000,4000,1
5393,90000,1,2,2,28,2,0,0,0,2,2,18978,20675,23329,24940,24404,27227,2000,3000,2000,0,3400,0,1
5399,50000,2,1,2,27,1,2,2,0,0,2,12884,14382,13859,14032,14852,14464,2000,0,700,1200,0,1365,1
5400,140000,2,1,2,25,-1,0,0,-2,-2,-2,2229,15985,0,0,0,0,15980,0,0,0,0,0,1
5405,130000,2,3,1,36,0,0,2,2,2,2,23997,26733,26942,26210,27982,27383,3440,941,0,2197,0,910,1
5420,30000,1,2,2,47,3,2,2,0,0,0,29774,30797,29216,29681,29321,28068,1800,0,1200,1000,1046,904,1
5423,80000,1,2,2,25,0,0,0,0,0,0,31780,33261,34703,36125,38374,39382,2000,2000,2000,3000,1800,2000,1
5426,240000,2,1,1,58,1,-1,-1,-1,-2,-1,0,222,1900,0,0,5435,222,1900,0,0,5435,7000,1
5427,50000,2,2,1,49,-1,-1,-1,-1,-1,-1,12515,9115,1198,198,1198,11198,9115,1198,198,1198,11198,29358,1
5435,90000,1,3,1,45,2,0,0,-1,-1,-2,37681,27664,18037,1696,-4,2889,1519,5035,6700,0,2893,304,1
5445,140000,1,2,1,47,3,3,3,2,0,0,192182,187720,189659,185477,189351,193122,0,6500,0,6497,6536,6760,1
5453,160000,2,2,1,36,-1,-1,-1,-1,-1,-1,2511,2242,6109,2500,2689,0,2242,6745,2500,2689,0,0,1
5456,70000,2,2,2,28,1,2,2,2,0,0,70736,72014,72215,70779,62525,71427,3000,2200,0,3000,10000,10000,1
5458,100000,2,3,1,28,3,4,3,2,0,-1,110946,106423,101256,48876,28468,3875,0,0,0,1603,3875,55,1
5459,180000,1,2,2,38,2,2,0,0,0,-2,21564,20939,22182,12382,-18,-18,0,2100,200,0,0,0,1
5467,80000,1,2,1,37,2,2,2,2,0,0,81562,56352,29582,28852,29464,28688,11,3500,0,1033,1502,2002,1
5472,20000,1,1,2,25,0,0,-1,-1,-2,-2,2652,3127,1500,0,0,0,1200,1500,0,0,0,1632,1
5473,20000,2,3,3,55,1,2,3,2,2,2,18558,20358,19743,19128,20560,20082,2400,0,0,1744,0,600,1
5475,290000,2,1,2,36,1,2,2,2,2,0,170422,173840,169476,177186,161057,163338,7594,0,12000,0,6818,5182,1
5486,30000,1,3,2,28,2,2,2,2,2,3,300,300,300,300,1300,1150,0,0,0,1000,150,0,1
5488,30000,1,1,2,33,2,2,2,2,2,2,27274,25744,27504,26987,26927,25553,0,3000,1000,1300,0,1000,1
5502,290000,2,2,1,55,1,-2,-1,-1,-1,2,0,166,2462,-150,1134,777,166,2462,150,1833,0,500,1
5513,200000,2,3,1,69,2,2,2,2,2,-2,2500,2500,2500,2500,0,0,0,0,0,0,0,0,1
5516,20000,2,2,2,56,0,0,0,0,0,0,17091,17596,15524,14807,13667,16271,3000,3006,3506,3500,7011,7125,1
5534,290000,1,1,2,35,-2,-2,-2,-2,-2,-2,184910,118701,97606,76053,53994,31812,4166,3400,2588,1696,1113,1647,1
5535,50000,1,2,2,29,0,0,0,-2,-2,-2,1972,2524,0,0,0,0,2500,0,0,0,0,0,1
5539,30000,2,3,2,48,-1,-1,-1,-1,-1,-1,2946,0,390,390,390,0,0,390,390,390,0,780,1
5558,100000,2,2,2,25,2,2,0,0,0,0,101827,99365,100349,72391,72396,72668,0,3927,2700,2800,3000,3000,1
5559,150000,2,2,1,38,-2,-2,-2,-2,-2,-1,0,0,0,0,0,150,0,0,0,0,150,810,1
5562,50000,1,2,1,33,0,0,0,0,0,0,21460,12570,13530,14876,14157,18888,1300,1200,5000,1000,5000,8000,1
5565,140000,2,3,1,60,0,0,0,0,0,0,137730,137498,137187,136807,136631,136080,4990,4975,4897,5029,4792,4987,1
5572,100000,2,2,1,30,2,2,2,2,2,2,29778,30678,31154,31625,31059,33123,1600,1200,1200,0,2500,1300,1
5575,20000,2,2,2,25,0,0,0,0,0,0,19223,18206,19195,38040,20009,20138,1293,1397,836,1653,565,206,1
5577,150000,1,2,2,26,-2,-2,-2,-2,-2,-2,3627,0,0,0,0,0,0,0,0,0,0,0,1
5580,30000,2,3,1,58,1,2,2,2,3,2,24921,26225,25502,28588,27616,27903,2000,0,3509,0,1128,0,1
5588,230000,2,3,1,58,-2,-2,-2,-2,-2,-2,316,316,2310,316,316,316,316,2310,316,316,316,316,1
5598,30000,2,2,1,52,0,0,0,0,-1,-1,20533,20819,21990,15525,25242,0,2000,2000,5000,25242,0,5000,1
5601,80000,2,2,1,23,2,0,0,0,0,0,82628,134880,67325,68652,70388,76743,2500,2404,3000,2800,7700,0,1
5605,70000,1,2,2,29,0,0,0,2,0,0,56626,58512,61926,60332,61658,65561,2800,5000,0,2300,4950,2700,1
5611,160000,2,2,2,27,2,2,2,2,2,2,157818,161308,162923,161481,155819,168283,7500,5800,5700,0,18100,0,1
5627,360000,1,2,1,51,1,3,2,0,0,0,3551,3348,2504,1878,1252,626,0,0,0,0,0,626,1
5631,40000,2,2,2,25,0,0,0,2,0,0,39092,39816,40817,39082,38091,40159,1967,3300,0,1400,3100,0,1
5646,60000,2,2,1,53,-1,-1,-1,-1,-1,-1,390,390,390,390,540,390,390,390,390,540,390,390,1
5648,50000,2,2,2,22,2,0,0,0,0,0,47076,48628,48524,8411,8587,8758,2617,2463,350,311,313,324,1
5653,360000,2,1,1,32,0,0,0,0,-1,0,37736,28746,19783,17738,1262,382,1174,1100,396,1266,9,7643,1
5659,50000,2,2,1,38,2,2,2,2,0,0,50965,50956,50603,49788,37353,0,1101,1500,39,1280,0,0,1
5666,250000,2,3,1,55,0,0,0,0,0,0,296963,237684,178151,180993,155516,125063,8000,7400,9700,5100,4500,4012,1
5669,120000,2,2,1,29,0,0,0,0,0,0,122842,123704,123291,121242,121403,121863,6500,6100,4603,4774,9000,0,1
5670,50000,2,2,1,49,2,0,0,0,0,0,19169,20195,21207,21628,22233,22519,1341,1353,774,953,805,832,1
5675,100000,2,2,1,41,2,2,2,2,2,0,97031,96919,93277,97576,94742,95578,3500,0,7000,0,3600,4000,1
5682,30000,2,2,1,23,2,2,2,2,2,2,11851,14416,13887,14564,15183,14790,2762,0,910,1000,0,1200,1
5683,30000,2,2,1,26,2,0,0,0,0,2,25369,23073,21520,18669,15710,15308,1700,1600,700,1401,0,600,1
5691,80000,1,1,2,38,-1,-1,-1,0,-1,-1,780,259,7544,390,390,332,259,7544,0,390,332,780,1
5693,50000,2,1,2,25,-1,2,0,0,0,-1,2823,1760,2640,1760,880,1910,0,1760,0,0,1910,0,1
5695,210000,1,1,1,39,-2,-2,-2,-1,-1,-2,980,0,650,3446,0,0,0,650,3446,0,0,0,1
5698,130000,2,1,2,25,1,2,-1,-1,-1,-1,2576,2356,5978,2750,3641,1735,0,6000,2750,3641,1735,7290,1
5701,180000,2,1,1,30,-1,-1,-2,-2,-2,-2,2743,0,0,0,0,0,0,0,0,0,0,0,1
5705,360000,2,1,2,29,-1,-1,-2,-2,-2,-1,2868,0,0,0,0,629,0,0,0,0,629,2475,1
5706,80000,1,1,2,28,-2,-2,-2,-2,-2,-2,8598,9467,-270,3697,9455,4144,9467,0,3967,9455,5000,2900,1
5711,40000,2,1,2,27,-1,-1,0,0,0,-1,32540,14163,30107,31567,32583,31309,14163,20000,3000,3000,31749,0,1
5715,310000,2,1,2,27,1,-1,-1,-2,-1,-1,0,113,0,0,6960,6008,113,200,0,6960,6008,0,1
5722,30000,2,3,2,27,2,2,2,2,2,2,13257,14046,13523,14498,14123,15184,1300,0,1200,0,1300,0,1
5725,50000,2,1,2,25,2,2,2,2,2,2,45708,48862,47748,50799,49904,49978,3900,0,3800,0,4000,0,1
5727,120000,2,2,3,37,2,2,2,2,2,2,26446,27719,27570,28318,29217,28598,2000,600,1500,1500,0,1056,1
5735,60000,1,2,1,40,0,0,0,0,0,0,58078,58139,59461,37170,18464,15822,2354,2538,1000,2000,1000,1000,1
5737,90000,2,2,1,35,2,0,0,0,0,2,63426,57922,55010,52540,56236,40922,2700,2500,1900,4600,0,1600,1
5739,20000,1,3,2,23,1,2,2,3,2,2,9126,8835,11088,10618,10304,11232,0,2400,0,0,1100,0,1
5743,30000,2,3,2,59,2,2,2,2,2,2,21767,24764,24031,25001,24531,21743,3363,0,1600,0,2000,0,1
5747,120000,1,3,1,38,2,2,2,2,2,2,77468,78642,79757,80853,82715,84805,3000,3000,3000,3300,3600,2700,1
5751,160000,2,2,2,37,2,2,2,2,2,2,147333,143786,151842,147962,156921,159416,200,12000,0,11500,5811,0,1
5754,330000,2,2,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
5755,220000,2,1,2,24,2,0,0,0,0,0,161081,158578,161256,157028,159971,168805,7100,7200,5800,5900,12000,0,1
5757,260000,1,1,2,35,1,2,0,0,2,0,149124,145333,148332,160810,155683,158771,0,6910,16502,0,5847,5873,1
5759,10000,2,2,2,33,0,0,0,0,0,-1,15004,8663,9437,9630,8399,1697,2452,1000,193,168,1734,770,1
5771,180000,1,2,1,38,1,2,2,0,0,0,2826,4612,4571,5071,5195,0,2000,200,500,124,0,0,1
5786,60000,1,2,2,26,2,2,2,2,0,0,61103,61380,62158,120142,60428,58192,3000,2746,0,2297,1875,1158,1
5787,240000,2,1,1,40,2,2,2,2,-2,-2,2500,2500,2500,0,0,0,0,0,0,0,0,0,1
5801,120000,1,1,1,50,1,-2,-2,-1,0,-1,0,-2008,-4016,4016,2008,8299,0,0,10040,0,8299,0,1
5808,90000,2,3,1,53,0,0,0,0,0,0,65237,62521,60363,58142,55896,53525,2255,2200,2100,2014,1876,1901,1
5813,190000,1,1,2,36,2,2,2,2,2,2,107689,109678,110887,111871,114223,116577,5200,4500,4300,4300,4400,4500,1
5816,30000,2,1,1,24,-1,-1,-1,-1,-1,-1,9280,2643,3415,2250,2486,844,2643,3415,2250,2486,844,0,1
5817,200000,1,1,1,67,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
5818,140000,2,1,2,25,3,2,0,0,0,0,21593,14021,10084,89223,58280,44593,0,2000,83000,3000,32000,2000,1
5820,20000,2,2,2,24,2,2,2,2,-1,-1,6270,8284,8000,0,186,3314,2284,0,0,186,3314,3515,1
5827,10000,2,2,2,22,0,0,0,0,0,0,2274,3297,4730,5649,7304,8252,1067,1500,1000,1751,1073,2041,1
5828,280000,2,1,2,38,-1,0,0,-1,0,-1,17878,14011,30079,13139,13989,15559,2000,30000,14000,1000,16000,0,1
5832,140000,1,1,1,34,2,2,2,2,0,0,104651,105162,104207,100326,102740,103444,5000,3600,0,4000,4000,3603,1
5836,270000,2,2,2,26,0,-1,0,0,-1,-1,33224,52425,69048,68206,17510,26175,52425,27595,10343,18083,26279,17013,1
5838,10000,1,2,2,26,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
5847,90000,2,1,1,43,0,0,0,0,2,2,58043,61485,62540,81123,80073,82472,5003,5000,20000,10,10104,87,1
5853,200000,2,2,2,28,1,2,0,0,2,2,61844,60294,63663,67596,66388,71272,0,5000,5000,0,6000,0,1
5854,50000,2,2,2,26,0,0,0,0,0,0,29356,30483,31180,18401,18785,19248,1603,1300,658,680,773,524,1
5865,10000,2,3,1,41,-1,-1,2,0,-1,-1,780,780,780,390,390,780,1473,0,0,390,780,0,1
5871,180000,2,1,1,30,0,0,0,0,0,2,149069,152317,156282,161163,172190,148963,7500,8000,9000,14000,0,5500,1
5875,100000,1,3,1,35,2,2,0,0,2,2,101326,97751,92431,97227,88899,93766,0,3500,7000,0,7000,0,1
5876,340000,2,2,2,33,0,0,0,0,0,0,336190,301626,306575,311784,318320,325028,10300,10302,10365,10750,11150,11271,1
